Year,Month,Area Name,Adjusted,Employed,Unemployed,Labor Force,Unemployment Rate
2022,July,Kings County,Not Seasonally Adjusted,"1,144,500","68,700","1,213,200",5.70%
2022,July,Lewis County,Not Seasonally Adjusted,"11,300",400,"11,700",3.60%
2022,July,Livingston County,Not Seasonally Adjusted,"29,500","1,000","30,600",3.40%
2022,July,Madison County,Not Seasonally Adjusted,"32,100","1,200","33,300",3.50%
2022,July,Monroe County,Not Seasonally Adjusted,"353,100","13,900","367,000",3.80%
2022,July,Montgomery County,Not Seasonally Adjusted,"21,200",900,"22,200",4.10%
2022,July,Nassau County,Not Seasonally Adjusted,"723,100","23,400","746,500",3.10%
2022,July,New York County,Not Seasonally Adjusted,"881,900","41,000","922,900",4.40%
2022,July,Niagara County,Not Seasonally Adjusted,"94,400","3,900","98,300",3.90%
2022,July,Oneida County,Not Seasonally Adjusted,"98,200","3,900","102,100",3.80%
2022,July,Onondaga County,Not Seasonally Adjusted,"218,400","8,000","226,400",3.50%
2022,July,Ontario County,Not Seasonally Adjusted,"54,400","1,700","56,100",3.10%
2022,July,Orange County,Not Seasonally Adjusted,"187,600","6,700","194,400",3.50%
2022,July,Orleans County,Not Seasonally Adjusted,"16,700",700,"17,400",4.10%
2022,July,Oswego County,Not Seasonally Adjusted,"51,200","2,200","53,400",4.20%
2022,July,Otsego County,Not Seasonally Adjusted,"26,000","1,000","27,000",3.70%
2022,July,Putnam County,Not Seasonally Adjusted,"50,800","1,700","52,500",3.20%
2022,July,Queens County,Not Seasonally Adjusted,"1,088,000","56,300","1,144,300",4.90%
2022,July,Rensselaer County,Not Seasonally Adjusted,"80,200","2,700","82,900",3.30%
2022,July,Richmond County,Not Seasonally Adjusted,"216,100","12,600","228,700",5.50%
2022,July,Rockland County,Not Seasonally Adjusted,"157,200","5,100","162,300",3.20%
2022,July,Saratoga County,Not Seasonally Adjusted,"119,200","3,500","122,700",2.80%
2022,July,Schenectady County,Not Seasonally Adjusted,"75,800","2,800","78,600",3.50%
2022,July,Schoharie County,Not Seasonally Adjusted,"14,400",500,"14,900",3.60%
2022,July,Schuyler County,Not Seasonally Adjusted,"8,000",300,"8,300",3.20%
2022,July,Seneca County,Not Seasonally Adjusted,"14,600",500,"15,100",3.10%
2022,July,St. Lawrence County,Not Seasonally Adjusted,"39,000","2,000","41,000",4.80%
2022,July,Steuben County,Not Seasonally Adjusted,"39,700","1,500","41,200",3.60%
2022,July,Suffolk County,Not Seasonally Adjusted,"792,400","27,700","820,100",3.40%
2022,July,Sullivan County,Not Seasonally Adjusted,"37,600","1,300","38,900",3.30%
2022,July,Tioga County,Not Seasonally Adjusted,"21,500",700,"22,200",3.30%
2022,July,Tompkins County,Not Seasonally Adjusted,"47,200","1,600","48,800",3.30%
2022,July,Ulster County,Not Seasonally Adjusted,"85,300","3,000","88,300",3.40%
2022,July,Warren County,Not Seasonally Adjusted,"31,700","1,000","32,700",3.10%
2022,July,Washington County,Not Seasonally Adjusted,"28,100",900,"28,900",3.10%
2022,July,Wayne County,Not Seasonally Adjusted,"42,400","1,400","43,800",3.30%
2022,July,Westchester County,Not Seasonally Adjusted,"488,000","17,300","505,300",3.40%
2022,July,Wyoming County,Not Seasonally Adjusted,"17,100",600,"17,600",3.20%
2022,July,Yates County,Not Seasonally Adjusted,"11,500",300,"11,800",2.90%
2022,June,Albany County,Not Seasonally Adjusted,"156,200","5,000","161,200",3.10%
2022,June,Allegany County,Not Seasonally Adjusted,"18,000",700,"18,800",3.90%
2022,June,Bronx County,Not Seasonally Adjusted,"555,400","44,000","599,300",7.30%
2022,June,Broome County,Not Seasonally Adjusted,"80,100","3,100","83,300",3.80%
2022,June,Cattaraugus County,Not Seasonally Adjusted,"31,900","1,200","33,100",3.80%
2022,June,Cayuga County,Not Seasonally Adjusted,"34,900","1,200","36,100",3.20%
2022,June,Chautauqua County,Not Seasonally Adjusted,"52,100","2,000","54,100",3.60%
2022,June,Chemung County,Not Seasonally Adjusted,"34,500","1,300","35,800",3.60%
2022,June,Chenango County,Not Seasonally Adjusted,"21,600",700,"22,300",3.10%
2022,June,Clinton County,Not Seasonally Adjusted,"34,400","1,200","35,600",3.30%
2022,June,Columbia County,Not Seasonally Adjusted,"30,500",800,"31,400",2.70%
2022,June,Cortland County,Not Seasonally Adjusted,"21,100",800,"21,900",3.70%
2022,June,Delaware County,Not Seasonally Adjusted,"18,600",700,"19,300",3.60%
2022,June,Dutchess County,Not Seasonally Adjusted,"143,200","4,600","147,800",3.10%
2022,June,Erie County,Not Seasonally Adjusted,"434,200","15,600","449,800",3.50%
2022,June,Essex County,Not Seasonally Adjusted,"16,400",500,"16,900",3.10%
2022,June,Franklin County,Not Seasonally Adjusted,"18,600",600,"19,200",3.40%
2022,June,Fulton County,Not Seasonally Adjusted,"22,000",800,"22,900",3.70%
2022,June,Genesee County,Not Seasonally Adjusted,"29,400",900,"30,300",2.90%
2022,June,Greene County,Not Seasonally Adjusted,"20,100",700,"20,800",3.30%
2022,June,Hamilton County,Not Seasonally Adjusted,"2,300",100,"2,400",3.10%
2022,June,Herkimer County,Not Seasonally Adjusted,"26,600","1,000","27,500",3.50%
2022,June,Jefferson County,Not Seasonally Adjusted,"44,300","1,600","45,900",3.50%
2022,June,Kings County,Not Seasonally Adjusted,"1,135,800","67,700","1,203,500",5.60%
2022,June,Lewis County,Not Seasonally Adjusted,"11,600",400,"12,000",3.30%
2022,June,Livingston County,Not Seasonally Adjusted,"29,700","1,000","30,600",3.20%
2022,June,Madison County,Not Seasonally Adjusted,"31,900","1,100","33,000",3.20%
2022,June,Monroe County,Not Seasonally Adjusted,"356,700","12,700","369,400",3.40%
2022,June,Montgomery County,Not Seasonally Adjusted,"21,700",800,"22,600",3.70%
2022,June,Nassau County,Not Seasonally Adjusted,"722,300","21,400","743,700",2.90%
2022,June,New York County,Not Seasonally Adjusted,"875,500","41,500","917,000",4.50%
2022,June,Niagara County,Not Seasonally Adjusted,"95,600","3,500","99,100",3.50%
2022,June,Oneida County,Not Seasonally Adjusted,"97,500","3,500","101,100",3.50%
2022,June,Onondaga County,Not Seasonally Adjusted,"217,700","7,500","225,200",3.30%
2022,June,Ontario County,Not Seasonally Adjusted,"54,800","1,700","56,500",3.00%
2022,June,Orange County,Not Seasonally Adjusted,"187,200","6,200","193,400",3.20%
2022,June,Orleans County,Not Seasonally Adjusted,"16,700",600,"17,400",3.70%
2022,June,Oswego County,Not Seasonally Adjusted,"51,000","2,100","53,100",4.00%
2022,June,Otsego County,Not Seasonally Adjusted,"27,000",900,"27,900",3.20%
2022,June,Putnam County,Not Seasonally Adjusted,"50,900","1,500","52,400",2.90%
2022,June,Queens County,Not Seasonally Adjusted,"1,079,300","57,300","1,136,600",5.00%
2022,June,Rensselaer County,Not Seasonally Adjusted,"80,600","2,500","83,100",3.00%
2022,June,Richmond County,Not Seasonally Adjusted,"214,000","12,100","226,000",5.30%
2022,June,Rockland County,Not Seasonally Adjusted,"157,300","4,600","161,900",2.80%
2022,June,Saratoga County,Not Seasonally Adjusted,"119,700","3,300","123,000",2.70%
2022,June,Schenectady County,Not Seasonally Adjusted,"76,100","2,600","78,700",3.30%
2022,June,Schoharie County,Not Seasonally Adjusted,"14,400",500,"14,900",3.40%
2022,June,Schuyler County,Not Seasonally Adjusted,"8,000",300,"8,300",3.20%
2022,June,Seneca County,Not Seasonally Adjusted,"14,600",500,"15,100",3.10%
2022,June,St. Lawrence County,Not Seasonally Adjusted,"41,100","1,800","42,900",4.20%
2022,June,Steuben County,Not Seasonally Adjusted,"41,000","1,400","42,400",3.30%
2022,June,Suffolk County,Not Seasonally Adjusted,"790,800","24,600","815,400",3.00%
2022,June,Sullivan County,Not Seasonally Adjusted,"37,500","1,200","38,700",3.00%
2022,June,Tioga County,Not Seasonally Adjusted,"21,800",700,"22,500",3.10%
2022,June,Tompkins County,Not Seasonally Adjusted,"46,100","1,400","47,600",3.00%
2022,June,Ulster County,Not Seasonally Adjusted,"86,700","2,800","89,500",3.10%
2022,June,Warren County,Not Seasonally Adjusted,"31,500","1,000","32,500",3.10%
2022,June,Washington County,Not Seasonally Adjusted,"27,800",900,"28,600",3.00%
2022,June,Wayne County,Not Seasonally Adjusted,"42,600","1,400","43,900",3.10%
2022,June,Westchester County,Not Seasonally Adjusted,"488,800","15,800","504,600",3.10%
2022,June,Wyoming County,Not Seasonally Adjusted,"17,300",500,"17,800",2.90%
2022,June,Yates County,Not Seasonally Adjusted,"11,500",300,"11,800",2.70%
2022,May,Albany County,Not Seasonally Adjusted,"155,600","4,400","160,000",2.80%
2022,May,Allegany County,Not Seasonally Adjusted,"18,600",600,"19,300",3.40%
2022,May,Bronx County,Not Seasonally Adjusted,"554,700","44,300","599,000",7.40%
2022,May,Broome County,Not Seasonally Adjusted,"80,400","2,700","83,200",3.30%
2022,May,Cattaraugus County,Not Seasonally Adjusted,"31,900","1,100","33,000",3.40%
2022,May,Cayuga County,Not Seasonally Adjusted,"34,900","1,100","35,900",3.00%
2022,May,Chautauqua County,Not Seasonally Adjusted,"51,700","1,700","53,500",3.30%
2022,May,Chemung County,Not Seasonally Adjusted,"33,900","1,100","35,100",3.30%
2022,May,Chenango County,Not Seasonally Adjusted,"21,500",600,"22,200",2.80%
2022,May,Clinton County,Not Seasonally Adjusted,"34,700","1,000","35,700",2.90%
2022,May,Columbia County,Not Seasonally Adjusted,"30,100",700,"30,900",2.40%
2022,May,Cortland County,Not Seasonally Adjusted,"21,900",700,"22,600",3.10%
2022,May,Delaware County,Not Seasonally Adjusted,"18,500",600,"19,100",3.10%
2022,May,Dutchess County,Not Seasonally Adjusted,"142,300","4,100","146,300",2.80%
2022,May,Erie County,Not Seasonally Adjusted,"432,100","14,000","446,200",3.10%
2022,May,Essex County,Not Seasonally Adjusted,"15,500",500,"16,000",3.10%
2022,May,Franklin County,Not Seasonally Adjusted,"18,200",600,"18,800",3.10%
2022,May,Fulton County,Not Seasonally Adjusted,"21,800",800,"22,600",3.40%
2022,May,Genesee County,Not Seasonally Adjusted,"29,000",800,"29,800",2.70%
2022,May,Greene County,Not Seasonally Adjusted,"19,600",600,"20,200",3.00%
2022,May,Hamilton County,Not Seasonally Adjusted,"2,100",100,"2,200",3.80%
2022,May,Herkimer County,Not Seasonally Adjusted,"26,500",900,"27,400",3.30%
2022,May,Jefferson County,Not Seasonally Adjusted,"43,000","1,500","44,500",3.30%
2022,May,Kings County,Not Seasonally Adjusted,"1,134,900","66,900","1,201,800",5.60%
2022,May,Lewis County,Not Seasonally Adjusted,"11,300",400,"11,700",3.20%
2022,May,Livingston County,Not Seasonally Adjusted,"29,600",900,"30,500",2.90%
2022,May,Madison County,Not Seasonally Adjusted,"31,800",900,"32,700",2.80%
2022,May,Monroe County,Not Seasonally Adjusted,"355,600","11,400","367,100",3.10%
2022,May,Montgomery County,Not Seasonally Adjusted,"21,600",800,"22,300",3.40%
2022,May,Nassau County,Not Seasonally Adjusted,"711,900","19,300","731,200",2.60%
2022,May,New York County,Not Seasonally Adjusted,"874,900","39,900","914,800",4.40%
2022,May,Niagara County,Not Seasonally Adjusted,"95,200","3,200","98,400",3.30%
2022,May,Oneida County,Not Seasonally Adjusted,"97,400","3,100","100,500",3.10%
2022,May,Onondaga County,Not Seasonally Adjusted,"216,600","6,800","223,400",3.00%
2022,May,Ontario County,Not Seasonally Adjusted,"54,700","1,500","56,200",2.70%
2022,May,Orange County,Not Seasonally Adjusted,"185,100","5,600","190,600",2.90%
2022,May,Orleans County,Not Seasonally Adjusted,"16,600",600,"17,200",3.20%
2022,May,Oswego County,Not Seasonally Adjusted,"50,700","1,900","52,600",3.60%
2022,May,Otsego County,Not Seasonally Adjusted,"27,000",800,"27,800",2.70%
2022,May,Putnam County,Not Seasonally Adjusted,"50,600","1,400","52,000",2.70%
2022,May,Queens County,Not Seasonally Adjusted,"1,078,400","57,000","1,135,300",5.00%
2022,May,Rensselaer County,Not Seasonally Adjusted,"80,300","2,200","82,500",2.70%
2022,May,Richmond County,Not Seasonally Adjusted,"213,600","11,800","225,400",5.20%
2022,May,Rockland County,Not Seasonally Adjusted,"155,700","4,100","159,800",2.60%
2022,May,Saratoga County,Not Seasonally Adjusted,"119,300","2,900","122,200",2.40%
2022,May,Schenectady County,Not Seasonally Adjusted,"75,900","2,400","78,200",3.00%
2022,May,Schoharie County,Not Seasonally Adjusted,"14,300",400,"14,800",3.00%
2022,May,Schuyler County,Not Seasonally Adjusted,"7,900",300,"8,200",3.10%
2022,May,Seneca County,Not Seasonally Adjusted,"14,500",400,"14,900",2.70%
2022,May,St. Lawrence County,Not Seasonally Adjusted,"42,100","1,500","43,600",3.50%
2022,May,Steuben County,Not Seasonally Adjusted,"40,400","1,300","41,700",3.10%
2022,May,Suffolk County,Not Seasonally Adjusted,"779,200","22,300","801,500",2.80%
2022,May,Sullivan County,Not Seasonally Adjusted,"36,400","1,100","37,400",2.90%
2022,May,Tioga County,Not Seasonally Adjusted,"21,900",600,"22,500",2.70%
2022,May,Tompkins County,Not Seasonally Adjusted,"49,800","1,300","51,000",2.50%
2022,May,Ulster County,Not Seasonally Adjusted,"86,000","2,500","88,500",2.80%
2022,May,Warren County,Not Seasonally Adjusted,"30,200",900,"31,100",3.00%
2022,May,Washington County,Not Seasonally Adjusted,"26,600",800,"27,400",2.80%
2022,May,Wayne County,Not Seasonally Adjusted,"42,400","1,200","43,600",2.80%
2022,May,Westchester County,Not Seasonally Adjusted,"484,000","14,200","498,200",2.80%
2022,May,Wyoming County,Not Seasonally Adjusted,"17,100",500,"17,600",2.70%
2022,May,Yates County,Not Seasonally Adjusted,"11,400",300,"11,700",2.50%
2022,April,Albany County,Not Seasonally Adjusted,"155,400","4,300","159,700",2.70%
2022,April,Allegany County,Not Seasonally Adjusted,"18,600",700,"19,300",3.70%
2022,April,Bronx County,Not Seasonally Adjusted,"552,800","47,900","600,700",8.00%
2022,April,Broome County,Not Seasonally Adjusted,"79,400","2,800","82,200",3.40%
2022,April,Cattaraugus County,Not Seasonally Adjusted,"31,100","1,200","32,300",3.80%
2022,April,Cayuga County,Not Seasonally Adjusted,"33,800","1,200","35,000",3.30%
2022,April,Chautauqua County,Not Seasonally Adjusted,"50,600","1,900","52,500",3.50%
2022,April,Chemung County,Not Seasonally Adjusted,"33,600","1,200","34,700",3.30%
2022,April,Chenango County,Not Seasonally Adjusted,"21,200",700,"21,800",3.00%
2022,April,Clinton County,Not Seasonally Adjusted,"34,400","1,100","35,500",3.00%
2022,April,Columbia County,Not Seasonally Adjusted,"29,500",800,"30,300",2.50%
2022,April,Cortland County,Not Seasonally Adjusted,"21,900",800,"22,700",3.50%
2022,April,Delaware County,Not Seasonally Adjusted,"18,000",600,"18,700",3.30%
2022,April,Dutchess County,Not Seasonally Adjusted,"141,600","4,000","145,600",2.80%
2022,April,Erie County,Not Seasonally Adjusted,"427,600","14,600","442,200",3.30%
2022,April,Essex County,Not Seasonally Adjusted,"14,900",600,"15,500",3.90%
2022,April,Franklin County,Not Seasonally Adjusted,"18,000",600,"18,700",3.40%
2022,April,Fulton County,Not Seasonally Adjusted,"21,500",800,"22,300",3.60%
2022,April,Genesee County,Not Seasonally Adjusted,"28,400",900,"29,300",2.90%
2022,April,Greene County,Not Seasonally Adjusted,"19,300",700,"20,000",3.30%
2022,April,Hamilton County,Not Seasonally Adjusted,"1,900",100,"2,100",5.50%
2022,April,Herkimer County,Not Seasonally Adjusted,"26,100","1,000","27,200",3.80%
2022,April,Jefferson County,Not Seasonally Adjusted,"41,700","1,700","43,400",4.00%
2022,April,Kings County,Not Seasonally Adjusted,"1,129,800","70,500","1,200,300",5.90%
2022,April,Lewis County,Not Seasonally Adjusted,"10,900",500,"11,400",4.20%
2022,April,Livingston County,Not Seasonally Adjusted,"29,400",900,"30,300",3.10%
2022,April,Madison County,Not Seasonally Adjusted,"31,500","1,000","32,500",3.10%
2022,April,Monroe County,Not Seasonally Adjusted,"354,100","11,500","365,500",3.10%
2022,April,Montgomery County,Not Seasonally Adjusted,"21,400",800,"22,200",3.60%
2022,April,Nassau County,Not Seasonally Adjusted,"706,600","18,800","725,400",2.60%
2022,April,New York County,Not Seasonally Adjusted,"870,700","41,100","911,800",4.50%
2022,April,Niagara County,Not Seasonally Adjusted,"94,100","3,500","97,700",3.60%
2022,April,Oneida County,Not Seasonally Adjusted,"96,100","3,300","99,400",3.30%
2022,April,Onondaga County,Not Seasonally Adjusted,"215,400","6,900","222,200",3.10%
2022,April,Ontario County,Not Seasonally Adjusted,"54,300","1,600","55,900",2.80%
2022,April,Orange County,Not Seasonally Adjusted,"183,500","5,700","189,200",3.00%
2022,April,Orleans County,Not Seasonally Adjusted,"16,600",600,"17,100",3.40%
2022,April,Oswego County,Not Seasonally Adjusted,"50,400","2,000","52,400",3.80%
2022,April,Otsego County,Not Seasonally Adjusted,"26,100",800,"26,900",3.00%
2022,April,Putnam County,Not Seasonally Adjusted,"50,300","1,400","51,700",2.70%
2022,April,Queens County,Not Seasonally Adjusted,"1,073,900","60,000","1,133,900",5.30%
2022,April,Rensselaer County,Not Seasonally Adjusted,"80,100","2,200","82,300",2.70%
2022,April,Richmond County,Not Seasonally Adjusted,"213,200","12,200","225,500",5.40%
2022,April,Rockland County,Not Seasonally Adjusted,"154,000","4,100","158,100",2.60%
2022,April,Saratoga County,Not Seasonally Adjusted,"118,900","2,900","121,800",2.40%
2022,April,Schenectady County,Not Seasonally Adjusted,"75,700","2,400","78,100",3.00%
2022,April,Schoharie County,Not Seasonally Adjusted,"14,300",500,"14,700",3.10%
2022,April,Schuyler County,Not Seasonally Adjusted,"7,700",300,"8,000",3.70%
2022,April,Seneca County,Not Seasonally Adjusted,"14,400",400,"14,800",3.00%
2022,April,St. Lawrence County,Not Seasonally Adjusted,"41,900","1,600","43,500",3.70%
2022,April,Steuben County,Not Seasonally Adjusted,"39,800","1,400","41,200",3.40%
2022,April,Suffolk County,Not Seasonally Adjusted,"773,800","22,400","796,300",2.80%
2022,April,Sullivan County,Not Seasonally Adjusted,"35,800","1,100","36,900",3.10%
2022,April,Tioga County,Not Seasonally Adjusted,"21,600",600,"22,200",2.90%
2022,April,Tompkins County,Not Seasonally Adjusted,"50,500","1,200","51,600",2.30%
2022,April,Ulster County,Not Seasonally Adjusted,"84,700","2,500","87,300",2.90%
2022,April,Warren County,Not Seasonally Adjusted,"29,500","1,000","30,500",3.40%
2022,April,Washington County,Not Seasonally Adjusted,"26,000",800,"26,800",3.10%
2022,April,Wayne County,Not Seasonally Adjusted,"42,200","1,300","43,500",3.00%
2022,April,Westchester County,Not Seasonally Adjusted,"478,300","14,100","492,400",2.90%
2022,April,Wyoming County,Not Seasonally Adjusted,"16,800",600,"17,400",3.30%
2022,April,Yates County,Not Seasonally Adjusted,"11,300",300,"11,600",2.70%
2022,March,Albany County,Not Seasonally Adjusted,"153,500","5,000","158,500",3.20%
2022,March,Allegany County,Not Seasonally Adjusted,"19,000",900,"19,900",4.50%
2022,March,Bronx County,Not Seasonally Adjusted,"555,000","52,800","607,800",8.70%
2022,March,Broome County,Not Seasonally Adjusted,"79,000","3,400","82,400",4.10%
2022,March,Cattaraugus County,Not Seasonally Adjusted,"32,100","1,500","33,600",4.40%
2022,March,Cayuga County,Not Seasonally Adjusted,"34,300","1,400","35,700",3.90%
2022,March,Chautauqua County,Not Seasonally Adjusted,"51,100","2,300","53,400",4.30%
2022,March,Chemung County,Not Seasonally Adjusted,"33,300","1,400","34,700",3.90%
2022,March,Chenango County,Not Seasonally Adjusted,"21,200",900,"22,100",3.90%
2022,March,Clinton County,Not Seasonally Adjusted,"34,400","1,300","35,700",3.60%
2022,March,Columbia County,Not Seasonally Adjusted,"29,200",900,"30,200",3.10%
2022,March,Cortland County,Not Seasonally Adjusted,"22,800","1,000","23,800",4.10%
2022,March,Delaware County,Not Seasonally Adjusted,"18,000",800,"18,800",4.00%
2022,March,Dutchess County,Not Seasonally Adjusted,"141,100","4,700","145,800",3.30%
2022,March,Erie County,Not Seasonally Adjusted,"427,400","17,200","444,700",3.90%
2022,March,Essex County,Not Seasonally Adjusted,"15,800",700,"16,500",4.50%
2022,March,Franklin County,Not Seasonally Adjusted,"18,400",800,"19,100",4.00%
2022,March,Fulton County,Not Seasonally Adjusted,"21,500","1,000","22,500",4.50%
2022,March,Genesee County,Not Seasonally Adjusted,"28,500","1,100","29,500",3.60%
2022,March,Greene County,Not Seasonally Adjusted,"19,700",800,"20,500",4.00%
2022,March,Hamilton County,Not Seasonally Adjusted,"2,000",100,"2,100",5.20%
2022,March,Herkimer County,Not Seasonally Adjusted,"26,100","1,300","27,400",4.70%
2022,March,Jefferson County,Not Seasonally Adjusted,"41,900","2,100","44,000",4.70%
2022,March,Kings County,Not Seasonally Adjusted,"1,136,400","78,400","1,214,800",6.50%
2022,March,Lewis County,Not Seasonally Adjusted,"11,000",600,"11,700",5.30%
2022,March,Livingston County,Not Seasonally Adjusted,"29,400","1,100","30,500",3.80%
2022,March,Madison County,Not Seasonally Adjusted,"31,500","1,300","32,800",3.90%
2022,March,Monroe County,Not Seasonally Adjusted,"353,400","13,300","366,700",3.60%
2022,March,Montgomery County,Not Seasonally Adjusted,"21,200","1,000","22,200",4.40%
2022,March,Nassau County,Not Seasonally Adjusted,"701,500","22,000","723,500",3.00%
2022,March,New York County,Not Seasonally Adjusted,"876,200","46,200","922,400",5.00%
2022,March,Niagara County,Not Seasonally Adjusted,"94,100","4,300","98,400",4.30%
2022,March,Oneida County,Not Seasonally Adjusted,"95,900","3,800","99,700",3.80%
2022,March,Onondaga County,Not Seasonally Adjusted,"215,100","7,900","223,000",3.50%
2022,March,Ontario County,Not Seasonally Adjusted,"54,300","2,000","56,300",3.50%
2022,March,Orange County,Not Seasonally Adjusted,"183,000","6,400","189,400",3.40%
2022,March,Orleans County,Not Seasonally Adjusted,"16,500",700,"17,200",4.20%
2022,March,Oswego County,Not Seasonally Adjusted,"50,400","2,300","52,700",4.40%
2022,March,Otsego County,Not Seasonally Adjusted,"26,400","1,100","27,400",3.90%
2022,March,Putnam County,Not Seasonally Adjusted,"50,200","1,600","51,800",3.10%
2022,March,Queens County,Not Seasonally Adjusted,"1,079,400","68,000","1,147,400",5.90%
2022,March,Rensselaer County,Not Seasonally Adjusted,"79,200","2,800","82,000",3.40%
2022,March,Richmond County,Not Seasonally Adjusted,"213,600","13,700","227,300",6.00%
2022,March,Rockland County,Not Seasonally Adjusted,"154,300","4,700","159,000",3.00%
2022,March,Saratoga County,Not Seasonally Adjusted,"117,800","3,600","121,400",2.90%
2022,March,Schenectady County,Not Seasonally Adjusted,"74,900","2,700","77,600",3.50%
2022,March,Schoharie County,Not Seasonally Adjusted,"14,200",600,"14,800",4.20%
2022,March,Schuyler County,Not Seasonally Adjusted,"7,600",400,"7,900",4.70%
2022,March,Seneca County,Not Seasonally Adjusted,"14,200",600,"14,800",3.80%
2022,March,St. Lawrence County,Not Seasonally Adjusted,"41,500","1,900","43,400",4.40%
2022,March,Steuben County,Not Seasonally Adjusted,"40,000","1,800","41,800",4.20%
2022,March,Suffolk County,Not Seasonally Adjusted,"767,200","27,000","794,200",3.40%
2022,March,Sullivan County,Not Seasonally Adjusted,"35,700","1,400","37,000",3.70%
2022,March,Tioga County,Not Seasonally Adjusted,"21,500",900,"22,300",3.80%
2022,March,Tompkins County,Not Seasonally Adjusted,"50,500","1,400","51,800",2.70%
2022,March,Ulster County,Not Seasonally Adjusted,"84,600","3,000","87,600",3.50%
2022,March,Warren County,Not Seasonally Adjusted,"29,500","1,300","30,800",4.20%
2022,March,Washington County,Not Seasonally Adjusted,"26,000","1,100","27,000",3.90%
2022,March,Wayne County,Not Seasonally Adjusted,"42,000","1,600","43,600",3.70%
2022,March,Westchester County,Not Seasonally Adjusted,"480,000","16,400","496,500",3.30%
2022,March,Wyoming County,Not Seasonally Adjusted,"16,700",800,"17,500",4.50%
2022,March,Yates County,Not Seasonally Adjusted,"11,300",400,"11,700",3.30%
2022,February,Albany County,Not Seasonally Adjusted,"152,000","5,700","157,700",3.60%
2022,February,Allegany County,Not Seasonally Adjusted,"18,800","1,000","19,800",5.10%
2022,February,Bronx County,Not Seasonally Adjusted,"551,600","60,800","612,400",9.90%
2022,February,Broome County,Not Seasonally Adjusted,"78,600","3,900","82,500",4.70%
2022,February,Cattaraugus County,Not Seasonally Adjusted,"31,900","1,700","33,600",5.00%
2022,February,Cayuga County,Not Seasonally Adjusted,"34,000","1,600","35,600",4.40%
2022,February,Chautauqua County,Not Seasonally Adjusted,"50,700","2,600","53,300",4.90%
2022,February,Chemung County,Not Seasonally Adjusted,"33,200","1,500","34,700",4.40%
2022,February,Chenango County,Not Seasonally Adjusted,"21,200","1,000","22,200",4.40%
2022,February,Clinton County,Not Seasonally Adjusted,"34,200","1,400","35,600",4.00%
2022,February,Columbia County,Not Seasonally Adjusted,"29,000","1,100","30,100",3.50%
2022,February,Cortland County,Not Seasonally Adjusted,"22,700","1,100","23,900",4.70%
2022,February,Delaware County,Not Seasonally Adjusted,"17,800",900,"18,700",4.60%
2022,February,Dutchess County,Not Seasonally Adjusted,"139,300","5,400","144,700",3.70%
2022,February,Erie County,Not Seasonally Adjusted,"422,300","19,600","441,900",4.40%
2022,February,Essex County,Not Seasonally Adjusted,"15,800",800,"16,700",5.00%
2022,February,Franklin County,Not Seasonally Adjusted,"18,300",900,"19,100",4.50%
2022,February,Fulton County,Not Seasonally Adjusted,"21,300","1,200","22,400",5.20%
2022,February,Genesee County,Not Seasonally Adjusted,"28,200","1,300","29,500",4.30%
2022,February,Greene County,Not Seasonally Adjusted,"19,600",900,"20,500",4.50%
2022,February,Hamilton County,Not Seasonally Adjusted,"2,000",100,"2,100",5.90%
2022,February,Herkimer County,Not Seasonally Adjusted,"26,100","1,500","27,500",5.30%
2022,February,Jefferson County,Not Seasonally Adjusted,"41,300","2,300","43,600",5.40%
2022,February,Kings County,Not Seasonally Adjusted,"1,127,500","89,300","1,216,900",7.30%
2022,February,Lewis County,Not Seasonally Adjusted,"11,100",700,"11,800",5.90%
2022,February,Livingston County,Not Seasonally Adjusted,"29,200","1,300","30,500",4.20%
2022,February,Madison County,Not Seasonally Adjusted,"31,400","1,500","32,800",4.50%
2022,February,Monroe County,Not Seasonally Adjusted,"349,500","14,900","364,400",4.10%
2022,February,Montgomery County,Not Seasonally Adjusted,"21,200","1,100","22,300",5.10%
2022,February,Nassau County,Not Seasonally Adjusted,"689,300","25,000","714,300",3.50%
2022,February,New York County,Not Seasonally Adjusted,"869,000","52,200","921,300",5.70%
2022,February,Niagara County,Not Seasonally Adjusted,"93,100","4,900","97,900",5.00%
2022,February,Oneida County,Not Seasonally Adjusted,"95,600","4,300","100,000",4.30%
2022,February,Onondaga County,Not Seasonally Adjusted,"213,200","8,900","222,100",4.00%
2022,February,Ontario County,Not Seasonally Adjusted,"53,800","2,200","56,000",4.00%
2022,February,Orange County,Not Seasonally Adjusted,"180,800","7,300","188,000",3.90%
2022,February,Orleans County,Not Seasonally Adjusted,"16,500",800,"17,300",4.80%
2022,February,Oswego County,Not Seasonally Adjusted,"50,000","2,700","52,700",5.10%
2022,February,Otsego County,Not Seasonally Adjusted,"26,000","1,200","27,300",4.60%
2022,February,Putnam County,Not Seasonally Adjusted,"49,500","1,800","51,300",3.50%
2022,February,Queens County,Not Seasonally Adjusted,"1,071,700","77,900","1,149,500",6.80%
2022,February,Rensselaer County,Not Seasonally Adjusted,"78,400","3,100","81,500",3.80%
2022,February,Richmond County,Not Seasonally Adjusted,"212,500","15,500","228,100",6.80%
2022,February,Rockland County,Not Seasonally Adjusted,"151,700","5,400","157,000",3.40%
2022,February,Saratoga County,Not Seasonally Adjusted,"116,600","4,000","120,600",3.30%
